Session_ID,Vehicle_ID,Session_Date,Charging_Type,Energy_kWh,Duration_Hours,Cost_NPR,City,Station_ID,Battery_Level_Start
CHG00552,EV0656,2022-05-05,Public Fast Charging,30.1,1.0,481.6,Kapilvastu,STN002,15
CHG00553,EV0592,2024-10-10,Home Charging,27.4,5.4,356.2,Bhairahawa,STN019,20
CHG00554,EV0562,2024-04-07,Workplace Charging,27.4,3.1,383.6,Butwal,STN007,14
CHG00555,EV0216,2023-08-05,Workplace Charging,15.7,5.5,157.0,Nepalgunj,STN029,12
CHG00556,EV0191,2022-08-28,Workplace Charging,10.8,6.4,118.8,Dharan,STN098,11
CHG00557,EV0246,2023-01-24,Home Charging,24.0,5.0,240.0,Nepalgunj,STN093,13
CHG00558,EV0242,2024-12-31,Public Slow Charging,33.8,4.3,439.4,Birtamod,STN040,40
CHG00559,EV0191,2023-05-19,Workplace Charging,18.9,4.9,207.9,Dharan,STN031,36
CHG00560,EV0068,2022-02-28,Public Slow Charging,24.9,6.6,199.2,Pokhara,STN088,36
CHG00561,EV0299,2023-07-28,Home Charging,17.5,4.0,192.5,Jaleshwor,STN009,30
CHG00562,EV0326,2024-12-20,Workplace Charging,29.1,5.5,320.1,Bharatpur,STN037,17
CHG00563,EV0583,2024-10-12,Public Fast Charging,21.1,1.0,316.5,Tulsipur,STN031,37
CHG00564,EV0124,2023-11-18,Public Fast Charging,32.1,1.3,577.8,Kathmandu,STN090,39
CHG00565,EV0387,2023-06-28,Workplace Charging,34.7,3.4,451.1,Nepalgunj,STN026,29
CHG00566,EV0491,2024-10-01,Home Charging,12.6,4.9,138.6,Kapilvastu,STN093,19
CHG00567,EV0311,2023-10-29,Public Fast Charging,37.2,0.7,818.4,Bharatpur,STN061,28
CHG00568,EV0575,2022-11-30,Public Slow Charging,34.5,6.5,448.5,Panauti,STN016,35
CHG00569,EV0699,2024-03-08,Public Fast Charging,29.0,1.4,551.0,Birtamod,STN098,22
CHG00570,EV0341,2022-04-18,Home Charging,27.9,5.3,223.2,Baglung,STN030,40
CHG00571,EV0038,2022-07-15,Public Slow Charging,25.7,6.5,385.5,Dhangadhi,STN088,19
CHG00572,EV0111,2024-02-14,Public Slow Charging,19.0,7.2,228.0,Janakpur,STN096,32
CHG00573,EV0568,2022-11-29,Public Slow Charging,30.0,3.5,390.0,Butwal,STN087,38
CHG00574,EV0625,2023-04-17,Home Charging,12.0,3.0,180.0,Bhaktapur,STN100,32
CHG00575,EV0043,2023-04-12,Home Charging,26.4,4.3,343.2,Gaur,STN093,15
CHG00576,EV0670,2023-02-08,Workplace Charging,12.1,4.0,181.5,Attariya,STN074,30
CHG00577,EV0644,2022-05-25,Public Slow Charging,11.4,5.6,114.0,Kathmandu,STN085,31
CHG00578,EV0482,2023-11-09,Public Slow Charging,11.9,5.5,119.0,Gaur,STN036,24
CHG00579,EV0277,2022-07-09,Home Charging,33.9,5.8,305.1,Bharatpur,STN042,19
CHG00580,EV0011,2022-07-29,Public Slow Charging,12.6,7.3,138.6,Madhyapur Thimi,STN068,30
CHG00581,EV0213,2023-01-04,Public Slow Charging,13.9,7.6,166.8,Jumla,STN049,16
CHG00582,EV0292,2023-01-21,Workplace Charging,23.3,7.9,233.0,Beni,STN037,27
CHG00583,EV0668,2022-03-22,Home Charging,19.7,4.5,177.3,Tikapur,STN073,32
CHG00584,EV0127,2023-04-02,Public Fast Charging,32.7,0.8,523.2,Jaleshwor,STN083,37
CHG00585,EV0180,2024-05-07,Public Fast Charging,18.0,1.1,270.0,Rajbiraj,STN013,15
CHG00586,EV0623,2022-12-15,Public Fast Charging,29.4,1.2,735.0,Dhulikhel,STN043,25
CHG00587,EV0207,2023-04-06,Workplace Charging,12.3,6.4,172.2,Bhaktapur,STN082,26
CHG00588,EV0696,2022-01-14,Public Slow Charging,30.2,7.8,241.6,Lamjung,STN017,15
CHG00589,EV0591,2022-09-17,Public Fast Charging,23.6,1.0,424.8,Kirtipur,STN058,10
CHG00590,EV0333,2024-03-15,Public Fast Charging,26.8,1.0,616.4,Gorkha,STN090,12
CHG00591,EV0397,2024-08-22,Public Slow Charging,27.0,3.5,297.0,Jumla,STN024,17
CHG00592,EV0075,2024-07-26,Workplace Charging,30.4,7.2,425.6,Birendranagar,STN042,29
CHG00593,EV0509,2024-04-10,Workplace Charging,33.7,7.7,303.3,Rajbiraj,STN081,19
CHG00594,EV0348,2024-11-05,Home Charging,18.1,3.2,199.1,Banepa,STN014,16
CHG00595,EV0266,2023-03-17,Public Slow Charging,20.3,7.5,304.5,Nepalgunj,STN096,10
CHG00596,EV0146,2023-09-25,Public Slow Charging,14.0,4.3,112.0,Butwal,STN041,24
CHG00597,EV0211,2024-05-17,Workplace Charging,25.5,3.9,382.5,Birtamod,STN091,15
CHG00598,EV0159,2023-12-09,Workplace Charging,24.0,6.5,312.0,Hetauda,STN042,33
CHG00599,EV0645,2023-07-26,Public Slow Charging,34.8,6.4,382.8,Dailekh,STN026,29
CHG00600,EV0393,2022-02-19,Public Slow Charging,34.0,6.2,408.0,Birgunj,STN044,25
CHG00601,EV0181,2022-12-12,Workplace Charging,12.2,7.3,122.0,Birgunj,STN035,29
CHG00602,EV0236,2022-09-01,Workplace Charging,28.7,4.1,344.4,Tikapur,STN038,17
CHG00603,EV0514,2024-08-06,Public Slow Charging,32.2,7.7,418.6,Bharatpur,STN093,30
CHG00604,EV0127,2023-09-27,Public Slow Charging,32.6,3.8,423.8,Jaleshwor,STN044,27
CHG00605,EV0178,2024-04-17,Public Slow Charging,11.8,7.8,165.2,Nepalgunj,STN070,22
CHG00606,EV0129,2024-11-23,Home Charging,21.8,4.3,218.0,Itahari,STN059,10
CHG00607,EV0694,2022-05-30,Public Fast Charging,22.7,1.4,363.2,Nepalgunj,STN085,31
CHG00608,EV0339,2023-12-08,Public Slow Charging,28.4,4.4,227.2,Butwal,STN088,25
CHG00609,EV0512,2022-12-07,Workplace Charging,31.4,5.6,251.2,Bhaktapur,STN015,15
CHG00610,EV0013,2022-02-26,Public Fast Charging,30.4,0.7,516.8,Dharan,STN041,38
CHG00611,EV0422,2023-12-16,Public Fast Charging,22.4,1.4,380.8,Kirtipur,STN018,25
CHG00612,EV0364,2023-11-26,Public Fast Charging,19.0,1.1,399.0,Gaur,STN002,34
CHG00613,EV0606,2023-02-23,Public Fast Charging,19.8,1.0,455.4,Hetauda,STN079,37
CHG00614,EV0187,2022-04-12,Workplace Charging,19.1,6.5,267.4,Butwal,STN089,14
CHG00615,EV0587,2024-02-11,Public Slow Charging,11.0,5.9,110.0,Baglung,STN035,19
CHG00616,EV0335,2022-05-12,Public Slow Charging,30.2,7.0,241.6,Gorkha,STN044,25
CHG00617,EV0441,2024-04-21,Workplace Charging,20.4,5.7,163.2,Kirtipur,STN016,29
CHG00618,EV0243,2022-08-13,Home Charging,12.3,4.1,184.5,Lahan,STN026,39
CHG00619,EV0373,2024-07-02,Public Slow Charging,11.8,6.6,106.2,Butwal,STN020,23
CHG00620,EV0691,2022-07-14,Workplace Charging,30.2,6.7,362.4,Beni,STN089,35
CHG00621,EV0215,2022-02-15,Public Slow Charging,29.0,3.9,348.0,Tulsipur,STN041,22
CHG00622,EV0342,2022-10-10,Public Fast Charging,37.1,0.6,704.9,Madhyapur Thimi,STN061,34
CHG00623,EV0528,2024-10-10,Public Fast Charging,35.6,1.4,605.2,Baglung,STN008,40
CHG00624,EV0485,2024-07-16,Home Charging,23.9,7.0,191.2,Nepalgunj,STN019,13
CHG00625,EV0212,2023-02-01,Home Charging,11.0,5.8,88.0,Lalitpur,STN037,13
CHG00626,EV0405,2024-11-24,Public Slow Charging,31.1,5.6,373.2,Butwal,STN023,20
CHG00627,EV0561,2024-12-01,Home Charging,14.2,6.9,170.4,Banepa,STN053,17
CHG00628,EV0408,2022-03-11,Public Slow Charging,15.4,5.0,200.2,Janakpur,STN025,10
CHG00629,EV0240,2024-11-06,Workplace Charging,25.0,7.3,325.0,Attariya,STN081,17
CHG00630,EV0461,2023-03-09,Home Charging,14.1,4.1,155.1,Baglung,STN074,24
CHG00631,EV0696,2023-01-29,Home Charging,19.6,3.4,176.4,Lamjung,STN061,37
CHG00632,EV0524,2023-04-28,Public Fast Charging,16.4,0.8,328.0,Waling,STN038,22
CHG00633,EV0150,2023-12-10,Workplace Charging,21.2,6.5,275.6,Tulsipur,STN014,28
CHG00634,EV0282,2023-10-25,Public Fast Charging,24.1,0.7,457.9,Baglung,STN007,31
CHG00635,EV0005,2023-05-05,Public Slow Charging,17.5,6.6,210.0,Damak,STN058,36
CHG00636,EV0520,2022-12-22,Public Fast Charging,22.8,0.6,410.4,Hetauda,STN026,32
CHG00637,EV0309,2022-08-15,Public Slow Charging,16.7,7.9,150.3,Madhyapur Thimi,STN057,34
CHG00638,EV0178,2022-01-26,Home Charging,31.2,4.1,280.8,Nepalgunj,STN094,35
CHG00639,EV0624,2022-11-15,Workplace Charging,25.8,5.4,258.0,Rajbiraj,STN041,40
CHG00640,EV0308,2023-01-29,Home Charging,32.0,4.0,352.0,Waling,STN090,16
CHG00641,EV0231,2022-03-09,Home Charging,23.7,5.3,331.8,Waling,STN064,37
CHG00642,EV0448,2022-10-09,Home Charging,21.8,4.4,261.6,Tulsipur,STN012,33
CHG00643,EV0649,2024-03-15,Home Charging,24.6,4.9,319.8,Attariya,STN057,15
CHG00644,EV0464,2024-01-15,Home Charging,34.5,6.3,379.5,Kapilvastu,STN085,37
CHG00645,EV0059,2022-11-01,Workplace Charging,28.9,7.5,260.1,Kapilvastu,STN033,32
CHG00646,EV0324,2023-11-18,Public Slow Charging,25.6,4.8,332.8,Kapilvastu,STN090,12
CHG00647,EV0247,2024-12-22,Home Charging,29.8,7.6,417.2,Gaur,STN010,25
CHG00648,EV0592,2024-08-30,Public Fast Charging,33.6,1.0,672.0,Bhairahawa,STN022,16
CHG00649,EV0201,2024-03-20,Public Fast Charging,33.2,0.9,730.4,Birendranagar,STN081,39
CHG00650,EV0254,2023-12-27,Home Charging,22.2,4.5,333.0,Attariya,STN024,24
CHG00651,EV0650,2024-04-02,Workplace Charging,33.8,6.5,338.0,Kathmandu,STN098,23
CHG00652,EV0270,2024-09-02,Home Charging,28.3,5.1,339.6,Jaleshwor,STN065,19
CHG00653,EV0641,2023-11-20,Home Charging,28.0,4.4,364.0,Tulsipur,STN018,13
CHG00654,EV0498,2023-12-10,Workplace Charging,21.1,3.9,232.1,Hetauda,STN011,15
CHG00655,EV0416,2022-06-21,Workplace Charging,32.8,5.1,393.6,Dharan,STN045,35
CHG00656,EV0134,2024-06-30,Public Slow Charging,10.3,5.7,103.0,Birtamod,STN092,15
CHG00657,EV0191,2024-08-13,Workplace Charging,33.6,3.6,403.2,Dharan,STN029,28
CHG00658,EV0561,2024-06-24,Home Charging,32.5,5.1,487.5,Banepa,STN039,25
CHG00659,EV0138,2024-04-04,Workplace Charging,20.0,5.8,200.0,Attariya,STN040,19
CHG00660,EV0503,2022-12-23,Workplace Charging,18.0,6.6,270.0,Dailekh,STN025,18
CHG00661,EV0529,2022-07-22,Workplace Charging,12.4,5.5,111.6,Tulsipur,STN061,35
CHG00662,EV0632,2023-11-15,Home Charging,14.9,7.1,119.2,Madhyapur Thimi,STN071,38
CHG00663,EV0341,2024-04-05,Workplace Charging,33.6,3.7,504.0,Baglung,STN034,11
CHG00664,EV0107,2024-04-25,Public Slow Charging,32.4,4.6,421.2,Tulsipur,STN018,23
CHG00665,EV0498,2022-04-23,Workplace Charging,12.3,3.4,184.5,Hetauda,STN047,31
CHG00666,EV0070,2023-06-16,Home Charging,23.4,8.0,257.4,Mechinagar,STN056,20
CHG00667,EV0554,2022-11-25,Home Charging,21.6,6.3,302.4,Itahari,STN065,35
CHG00668,EV0245,2022-03-05,Home Charging,20.8,4.5,270.4,Damak,STN043,30
CHG00669,EV0221,2022-12-10,Workplace Charging,21.9,5.2,197.1,Panauti,STN002,40
CHG00670,EV0243,2023-05-06,Public Slow Charging,16.6,3.3,182.6,Lahan,STN015,29
CHG00671,EV0050,2023-02-05,Home Charging,22.7,6.0,249.7,Banepa,STN042,22
CHG00672,EV0538,2022-06-14,Public Slow Charging,18.8,7.0,169.2,Dharan,STN078,33
CHG00673,EV0489,2023-09-11,Home Charging,13.9,7.0,166.8,Jumla,STN046,35
CHG00674,EV0223,2023-04-22,Public Slow Charging,31.3,7.5,406.9,Rajbiraj,STN093,13
CHG00675,EV0147,2024-12-25,Public Slow Charging,26.1,5.5,339.3,Dharan,STN057,19
CHG00676,EV0488,2022-06-14,Workplace Charging,16.9,5.7,253.5,Biratnagar,STN097,25
CHG00677,EV0446,2023-09-10,Workplace Charging,18.8,4.1,282.0,Dhulikhel,STN026,23
CHG00678,EV0556,2022-04-16,Public Fast Charging,17.7,0.6,424.8,Kapilvastu,STN080,21
CHG00679,EV0617,2022-01-27,Workplace Charging,24.3,3.5,340.2,Mahendranagar,STN032,33
CHG00680,EV0527,2022-03-13,Home Charging,14.4,3.1,158.4,Hetauda,STN041,29
CHG00681,EV0367,2022-12-23,Workplace Charging,13.5,5.4,148.5,Butwal,STN081,29
CHG00682,EV0419,2022-07-13,Public Slow Charging,24.8,4.4,372.0,Kathmandu,STN054,28
CHG00683,EV0010,2024-05-18,Public Slow Charging,22.9,7.4,251.9,Nepalgunj,STN041,23
CHG00684,EV0281,2023-10-07,Home Charging,25.3,4.8,354.2,Banepa,STN045,13
CHG00685,EV0250,2023-06-18,Public Slow Charging,14.0,6.4,210.0,Janakpur,STN047,33
CHG00686,EV0662,2024-11-05,Workplace Charging,11.8,4.6,129.8,Kathmandu,STN077,32
CHG00687,EV0463,2023-04-02,Home Charging,22.6,4.5,271.2,Banepa,STN002,39
CHG00688,EV0287,2022-11-06,Workplace Charging,32.4,4.2,324.0,Baglung,STN017,15
CHG00689,EV0003,2024-11-15,Public Slow Charging,24.7,4.2,271.7,Bharatpur,STN012,11
CHG00690,EV0669,2022-09-19,Public Fast Charging,32.4,0.9,615.6,Tansen,STN069,26
CHG00691,EV0490,2022-11-20,Workplace Charging,14.3,7.1,171.6,Beni,STN052,14
CHG00692,EV0088,2023-08-31,Public Slow Charging,30.2,6.8,422.8,Waling,STN014,18
CHG00693,EV0338,2022-05-23,Workplace Charging,31.2,7.8,405.6,Waling,STN017,29
CHG00694,EV0312,2024-01-17,Public Fast Charging,35.0,0.9,560.0,Attariya,STN096,29
CHG00695,EV0611,2022-10-11,Workplace Charging,21.6,6.0,302.4,Bhaktapur,STN029,39
CHG00696,EV0069,2023-07-30,Public Fast Charging,26.6,1.4,532.0,Attariya,STN066,28
CHG00697,EV0292,2022-06-02,Public Slow Charging,21.1,4.0,168.8,Beni,STN016,31
CHG00698,EV0164,2023-09-09,Public Slow Charging,34.7,7.6,520.5,Lamjung,STN003,11
CHG00699,EV0598,2022-08-26,Public Slow Charging,34.7,7.6,347.0,Attariya,STN097,30
CHG00700,EV0311,2024-07-01,Public Slow Charging,28.5,6.7,399.0,Bharatpur,STN059,10
CHG00701,EV0203,2024-03-14,Workplace Charging,10.4,5.7,156.0,Bharatpur,STN073,34
CHG00702,EV0132,2023-01-29,Public Fast Charging,31.3,0.7,751.2,Dharan,STN095,36
CHG00703,EV0622,2022-04-17,Public Fast Charging,28.5,0.9,456.0,Bhairahawa,STN001,16
CHG00704,EV0166,2024-08-06,Workplace Charging,32.1,7.7,321.0,Gorkha,STN084,15
CHG00705,EV0059,2024-02-23,Public Slow Charging,27.6,4.3,358.8,Kapilvastu,STN055,31
CHG00706,EV0238,2024-03-26,Public Slow Charging,26.1,3.5,261.0,Biratnagar,STN035,13
CHG00707,EV0323,2023-03-04,Home Charging,27.2,3.9,244.8,Madhyapur Thimi,STN087,34
CHG00708,EV0421,2024-06-19,Workplace Charging,32.7,8.0,457.8,Mahendranagar,STN078,17
CHG00709,EV0210,2023-02-15,Home Charging,23.4,5.5,327.6,Mahendranagar,STN093,32
CHG00710,EV0280,2023-05-28,Public Slow Charging,14.8,4.2,133.2,Janakpur,STN016,10
CHG00711,EV0489,2022-09-27,Public Slow Charging,18.1,4.9,271.5,Jumla,STN015,20
CHG00712,EV0619,2023-02-01,Home Charging,20.3,6.2,223.3,Madhyapur Thimi,STN014,37
CHG00713,EV0457,2024-04-01,Public Fast Charging,25.6,0.7,640.0,Jumla,STN082,35
CHG00714,EV0546,2022-12-25,Public Fast Charging,17.0,0.8,391.0,Janakpur,STN003,28
CHG00715,EV0029,2024-08-18,Public Slow Charging,10.9,3.1,141.7,Pokhara,STN084,18
CHG00716,EV0221,2023-04-10,Home Charging,14.5,6.1,188.5,Panauti,STN099,38
CHG00717,EV0006,2023-01-02,Public Slow Charging,13.3,4.4,106.4,Kathmandu,STN085,40
CHG00718,EV0262,2022-02-03,Public Slow Charging,10.6,6.8,159.0,Birgunj,STN065,33
CHG00719,EV0375,2024-12-02,Workplace Charging,25.3,7.6,328.9,Waling,STN022,25
CHG00720,EV0260,2024-06-04,Workplace Charging,29.8,6.4,298.0,Lalitpur,STN094,14
CHG00721,EV0202,2024-06-10,Public Fast Charging,28.6,1.0,572.0,Banepa,STN082,29
CHG00722,EV0125,2023-07-23,Public Fast Charging,34.7,1.2,555.2,Kapilvastu,STN089,10
CHG00723,EV0048,2024-04-04,Home Charging,24.1,7.8,337.4,Biratnagar,STN078,17
CHG00724,EV0024,2023-05-06,Workplace Charging,14.5,6.6,116.0,Kathmandu,STN020,35
CHG00725,EV0054,2023-05-28,Public Fast Charging,26.2,1.1,655.0,Banepa,STN092,28
CHG00726,EV0084,2022-01-05,Public Slow Charging,17.5,6.2,157.5,Bhaktapur,STN067,11
CHG00727,EV0441,2024-12-01,Home Charging,25.5,7.0,357.0,Kirtipur,STN049,16
CHG00728,EV0291,2022-08-10,Public Slow Charging,14.5,4.8,145.0,Tansen,STN087,26
CHG00729,EV0115,2022-10-23,Home Charging,17.8,6.6,231.4,Butwal,STN085,15
CHG00730,EV0652,2024-09-11,Public Slow Charging,32.2,3.6,322.0,Bhaktapur,STN091,29
CHG00731,EV0608,2023-09-16,Public Fast Charging,33.7,1.2,741.4,Itahari,STN070,21
CHG00732,EV0043,2022-12-26,Public Fast Charging,23.7,1.5,402.9,Gaur,STN021,10
CHG00733,EV0667,2022-05-16,Public Fast Charging,33.4,0.7,668.0,Bhaktapur,STN048,18
CHG00734,EV0180,2024-01-18,Workplace Charging,31.6,7.0,442.4,Rajbiraj,STN087,33
CHG00735,EV0296,2022-10-11,Public Slow Charging,10.6,3.7,106.0,Kathmandu,STN045,19
CHG00736,EV0291,2022-06-28,Public Fast Charging,37.1,0.6,853.3,Tansen,STN008,33
CHG00737,EV0390,2023-05-05,Home Charging,19.4,7.8,213.4,Baglung,STN014,37
CHG00738,EV0357,2023-07-17,Public Slow Charging,31.1,7.8,466.5,Dailekh,STN091,39
CHG00739,EV0557,2024-02-27,Home Charging,34.2,3.9,342.0,Jumla,STN027,20
CHG00740,EV0050,2023-03-08,Public Slow Charging,27.2,3.0,217.6,Banepa,STN071,38
CHG00741,EV0150,2022-04-05,Public Slow Charging,23.0,4.9,230.0,Tulsipur,STN097,33
CHG00742,EV0634,2022-10-30,Home Charging,29.2,5.7,379.6,Tulsipur,STN012,11
CHG00743,EV0451,2024-12-08,Home Charging,19.0,6.1,209.0,Madhyapur Thimi,STN015,34
CHG00744,EV0496,2024-04-17,Public Slow Charging,20.6,5.5,226.6,Lamjung,STN073,12
CHG00745,EV0645,2024-02-14,Public Fast Charging,18.7,1.4,411.4,Dailekh,STN042,35
CHG00746,EV0003,2024-11-18,Workplace Charging,33.5,4.2,435.5,Bharatpur,STN085,14
CHG00747,EV0190,2024-06-01,Workplace Charging,33.3,7.9,333.0,Madhyapur Thimi,STN074,27
CHG00748,EV0678,2022-07-14,Public Slow Charging,20.9,5.0,250.8,Kapilvastu,STN063,23
CHG00749,EV0460,2023-12-24,Public Slow Charging,34.0,7.7,476.0,Birtamod,STN063,24
CHG00750,EV0466,2022-11-11,Public Slow Charging,29.4,6.1,382.2,Butwal,STN022,30
CHG00751,EV0635,2024-05-31,Public Fast Charging,27.7,0.6,581.7,Lahan,STN080,32
CHG00752,EV0496,2024-01-07,Home Charging,34.9,4.4,349.0,Lamjung,STN043,20
CHG00753,EV0371,2024-01-25,Public Slow Charging,12.1,7.3,169.4,Tulsipur,STN077,16
CHG00754,EV0432,2022-07-09,Public Fast Charging,36.2,0.9,760.2,Attariya,STN074,13
CHG00755,EV0316,2022-05-28,Public Fast Charging,25.8,0.9,541.8,Gorkha,STN085,23
CHG00756,EV0196,2024-01-02,Public Slow Charging,34.5,3.9,276.0,Bhaktapur,STN097,22
CHG00757,EV0341,2023-10-08,Home Charging,34.1,4.9,477.4,Baglung,STN031,15
CHG00758,EV0139,2024-03-10,Public Fast Charging,30.7,0.6,491.2,Itahari,STN081,22
CHG00759,EV0186,2024-05-26,Home Charging,26.7,5.5,213.6,Kirtipur,STN083,40
CHG00760,EV0209,2023-05-06,Home Charging,11.0,3.3,88.0,Damak,STN080,37
CHG00761,EV0595,2023-04-26,Workplace Charging,11.8,7.9,106.2,Waling,STN055,34
CHG00762,EV0200,2023-04-20,Workplace Charging,11.8,6.1,106.2,Janakpur,STN064,23
CHG00763,EV0300,2024-01-25,Public Slow Charging,16.1,7.7,161.0,Itahari,STN011,33
CHG00764,EV0515,2023-08-27,Home Charging,31.0,8.0,434.0,Nepalgunj,STN026,33
CHG00765,EV0180,2022-12-18,Workplace Charging,20.6,3.3,185.4,Rajbiraj,STN004,20
CHG00766,EV0669,2024-04-02,Public Slow Charging,24.3,5.3,194.4,Tansen,STN028,35
CHG00767,EV0132,2022-08-15,Public Fast Charging,39.5,1.5,790.0,Dharan,STN088,22
CHG00768,EV0298,2024-01-13,Public Fast Charging,24.9,1.5,597.6,Dhulikhel,STN093,35
CHG00769,EV0400,2024-06-07,Workplace Charging,21.6,3.7,324.0,Tulsipur,STN053,27
CHG00770,EV0699,2022-09-20,Workplace Charging,31.4,4.0,376.8,Birtamod,STN083,33
CHG00771,EV0437,2024-11-23,Public Slow Charging,25.6,5.6,384.0,Tulsipur,STN074,15
CHG00772,EV0653,2022-10-31,Public Fast Charging,35.9,0.6,646.2,Rajbiraj,STN011,29
CHG00773,EV0030,2022-08-03,Public Slow Charging,18.0,6.3,198.0,Gorkha,STN013,26
CHG00774,EV0550,2023-04-26,Workplace Charging,11.7,4.7,140.4,Baglung,STN073,30
CHG00775,EV0029,2024-08-31,Public Fast Charging,16.0,0.8,272.0,Pokhara,STN021,13
CHG00776,EV0497,2024-01-27,Public Fast Charging,24.5,0.5,514.5,Dhangadhi,STN056,28
CHG00777,EV0030,2023-03-01,Public Slow Charging,17.7,6.2,212.4,Gorkha,STN049,28
CHG00778,EV0636,2023-09-27,Public Fast Charging,29.6,0.8,444.0,Birgunj,STN075,32
CHG00779,EV0664,2022-02-10,Home Charging,32.4,7.7,356.4,Bhaktapur,STN059,11
CHG00780,EV0372,2023-01-04,Workplace Charging,24.1,6.6,216.9,Rajbiraj,STN098,17
CHG00781,EV0185,2023-09-09,Workplace Charging,18.6,4.0,186.0,Panauti,STN001,37
CHG00782,EV0258,2024-07-20,Public Fast Charging,24.1,1.4,482.0,Tansen,STN094,17
CHG00783,EV0242,2024-04-19,Public Fast Charging,24.8,0.7,520.8,Birtamod,STN086,18
CHG00784,EV0439,2024-09-24,Public Slow Charging,21.6,3.6,216.0,Bhaktapur,STN035,13
CHG00785,EV0428,2023-09-04,Workplace Charging,12.1,4.4,157.3,Rajbiraj,STN039,23
CHG00786,EV0252,2023-02-05,Public Fast Charging,26.9,1.3,618.7,Itahari,STN033,40
CHG00787,EV0466,2022-04-07,Home Charging,31.8,6.5,381.6,Butwal,STN063,38
CHG00788,EV0410,2024-04-08,Home Charging,18.4,4.7,184.0,Mechinagar,STN060,17
CHG00789,EV0051,2022-06-04,Public Slow Charging,22.9,4.5,183.2,Kirtipur,STN091,21
CHG00790,EV0074,2022-10-13,Workplace Charging,18.5,7.4,185.0,Kathmandu,STN055,16
CHG00791,EV0445,2022-12-12,Workplace Charging,33.5,5.5,469.0,Mechinagar,STN028,11
CHG00792,EV0248,2023-04-02,Public Fast Charging,17.1,0.9,359.1,Baglung,STN070,22
CHG00793,EV0438,2024-11-26,Public Slow Charging,12.7,3.0,190.5,Beni,STN093,25
CHG00794,EV0500,2024-04-18,Workplace Charging,15.9,4.6,174.9,Nepalgunj,STN028,11
CHG00795,EV0176,2023-03-28,Public Fast Charging,40.0,1.1,1000.0,Rajbiraj,STN039,39
CHG00796,EV0573,2024-10-07,Home Charging,22.1,4.9,221.0,Beni,STN068,16
CHG00797,EV0189,2024-01-22,Public Slow Charging,30.3,7.6,424.2,Birgunj,STN087,10
CHG00798,EV0395,2023-06-29,Workplace Charging,33.9,3.3,339.0,Birendranagar,STN097,27
CHG00799,EV0637,2022-08-28,Home Charging,33.1,7.6,364.1,Biratnagar,STN076,18
CHG00800,EV0323,2022-09-08,Public Slow Charging,31.7,3.6,475.5,Madhyapur Thimi,STN049,40
CHG00801,EV0633,2023-09-20,Home Charging,34.2,4.6,376.2,Janakpur,STN097,27
CHG00802,EV0526,2022-08-26,Home Charging,31.4,7.0,376.8,Banepa,STN009,37
CHG00803,EV0318,2022-06-10,Workplace Charging,11.2,3.5,168.0,Jaleshwor,STN028,40
CHG00804,EV0671,2023-01-17,Workplace Charging,29.7,5.3,356.4,Lahan,STN066,23
CHG00805,EV0208,2024-07-30,Public Fast Charging,35.9,0.8,789.8,Dharan,STN084,26
CHG00806,EV0626,2022-07-20,Workplace Charging,13.1,4.6,131.0,Birgunj,STN076,23
CHG00807,EV0577,2022-08-07,Public Fast Charging,16.2,1.3,372.6,Lamjung,STN030,10
CHG00808,EV0107,2023-09-21,Workplace Charging,26.7,3.8,293.7,Tulsipur,STN018,22
CHG00809,EV0080,2022-02-10,Public Slow Charging,27.8,3.1,333.6,Janakpur,STN010,19
CHG00810,EV0123,2023-09-29,Public Slow Charging,29.2,6.9,438.0,Lalitpur,STN035,23
CHG00811,EV0317,2024-07-19,Workplace Charging,31.1,4.9,311.0,Butwal,STN100,17
CHG00812,EV0367,2024-04-21,Workplace Charging,33.4,5.0,334.0,Butwal,STN001,24
CHG00813,EV0144,2024-09-29,Public Slow Charging,31.3,3.7,438.2,Itahari,STN039,32
CHG00814,EV0238,2024-12-27,Workplace Charging,31.2,6.4,468.0,Biratnagar,STN070,10
CHG00815,EV0624,2022-11-24,Public Fast Charging,29.1,1.2,611.1,Rajbiraj,STN082,33
CHG00816,EV0387,2022-02-25,Public Slow Charging,28.2,4.1,282.0,Nepalgunj,STN009,18
CHG00817,EV0588,2024-10-23,Public Fast Charging,26.4,0.6,554.4,Bhairahawa,STN068,30
CHG00818,EV0531,2023-08-23,Home Charging,16.5,6.7,148.5,Damak,STN055,19
CHG00819,EV0336,2024-01-27,Public Slow Charging,15.5,6.6,201.5,Dailekh,STN043,13
CHG00820,EV0308,2022-04-17,Home Charging,24.8,6.5,248.0,Waling,STN084,31
CHG00821,EV0206,2022-04-23,Home Charging,13.3,5.5,159.6,Lalitpur,STN061,34
CHG00822,EV0110,2022-05-06,Workplace Charging,28.4,6.1,255.6,Dhangadhi,STN084,33
CHG00823,EV0535,2024-05-08,Public Slow Charging,34.3,4.0,343.0,Tikapur,STN100,33
CHG00824,EV0458,2022-08-18,Workplace Charging,21.0,4.5,168.0,Bhairahawa,STN084,13
CHG00825,EV0013,2023-11-23,Public Fast Charging,33.1,0.7,529.6,Dharan,STN035,12
CHG00826,EV0540,2024-05-01,Public Slow Charging,23.9,3.8,334.6,Rajbiraj,STN012,29
CHG00827,EV0533,2024-12-07,Workplace Charging,19.5,5.0,292.5,Waling,STN009,34
